year,country_name,hdi_category,indicator_name,reference,values
,Sierra Leone,,Forest area Average annual change (%) 1990-2005,,-0.6
,Switzerland,HIGH HUMAN DEVELOPMENT,HDI rank,b,7
,France,HIGH HUMAN DEVELOPMENT,HDI rank,c,10
,Italy,HIGH HUMAN DEVELOPMENT,HDI rank,d,20
,Bahamas,HIGH HUMAN DEVELOPMENT,HDI rank,e,49
,Seychelles,HIGH HUMAN DEVELOPMENT,HDI rank,e,50
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,HDI rank,e,54
,Tonga,HIGH HUMAN DEVELOPMENT,HDI rank,e,55
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,HDI rank,e,57
,Colombia,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,75
,Samoa,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,77
,Thailand,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,78
,Belize,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,80
,Fiji,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,92
,Indonesia,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,107
,Egypt,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,112
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,120
,South Africa,MEDIUM HUMAN DEVELOPMENT,HDI rank,h,121
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,123
,Botswana,MEDIUM HUMAN DEVELOPMENT,HDI rank,i,124
,Namibia,MEDIUM HUMAN DEVELOPMENT,HDI rank,i,125
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,127
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,129
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,130
,Cambodia,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,131
,Bhutan,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,133
,Comoros,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,134
,Mauritania,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,137
,Lesotho,MEDIUM HUMAN DEVELOPMENT,HDI rank,i,138
,Swaziland,MEDIUM HUMAN DEVELOPMENT,HDI rank,i,141
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,145
,Djibouti,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,149
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,150
,Uganda,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,154
,Gambia,MEDIUM HUMAN DEVELOPMENT,HDI rank,e,155
,Guinea,LOW HUMAN DEVELOPMENT,HDI rank,e,160
,Rwanda,LOW HUMAN DEVELOPMENT,HDI rank,e,161
,Malawi,LOW HUMAN DEVELOPMENT,HDI rank,e,164
,Burundi,,HDI rank,e,167
,Chad,,HDI rank,e,170
,Central African Republic,,HDI rank,e,171
,Mali,,HDI rank,e,173
,Niger,,HDI rank,e,174
,Guinea-Bissau,,HDI rank,e,175
,Burkina Faso,,HDI rank,e,176
,Switzerland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,b,"8,669"
,France,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,c,"8,231"
,Italy,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,d,"6,029"
,Bahamas,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"6,964"
,Seychelles,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"2,716"
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"3,333"
,Tonga,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,327
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"1,346"
,Colombia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"1,074"
,Samoa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,619
,Thailand,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"2,020"
,Belize,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,686
,Fiji,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,926
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,476
,Egypt,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,"1,465"
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,206
,South Africa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,h,"4,818"
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,99
,Botswana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,i,..
,Namibia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,i,..
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,52
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,107
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,126
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,10
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,229
,Comoros,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,31
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,112
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,i,..
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,620
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,260
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,294
,Uganda,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,63
,Gambia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,98
,Guinea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,87
,Rwanda,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,31
,Malawi,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,e,100
,Burundi,,Electricity consumption per capita (kilowatt-hours) 2004,e,22
,Chad,,Electricity consumption per capita (kilowatt-hours) 2004,e,11
,Central African Republic,,Electricity consumption per capita (kilowatt-hours) 2004,e,28
,Mali,,Electricity consumption per capita (kilowatt-hours) 2004,e,41
,Niger,,Electricity consumption per capita (kilowatt-hours) 2004,e,40
,Guinea-Bissau,,Electricity consumption per capita (kilowatt-hours) 2004,e,44
,Burkina Faso,,Electricity consumption per capita (kilowatt-hours) 2004,e,31
,Switzerland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,b,10.3
,France,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,c,24.6
,Italy,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,d,36.1
,Bahamas,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,87.0
,Seychelles,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,88.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,115.3
,Tonga,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,30.8
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,-10.7
,Colombia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,3.1
,Samoa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,103.0
,Thailand,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,141.1
,Belize,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,13.8
,Fiji,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,44.9
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,75.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,93.0
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,18.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,h,20.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,-23.8
,Botswana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,i,..
,Namibia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,i,..
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,0
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,13.8
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,80.0
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,-44.4
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,126.7
,Comoros,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,3.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,60.0
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,i,..
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,28.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,-46.8
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,61.5
,Gambia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,30.7
,Guinea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,3.6
,Rwanda,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,24.0
,Malawi,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,e,14.9
,Burundi,,Electricity consumption per capita (% change) 1990-2004,e,-4.3
,Chad,,Electricity consumption per capita (% change) 1990-2004,e,-31.3
,Central African Republic,,Electricity consumption per capita (% change) 1990-2004,e,-12.5
,Mali,,Electricity consumption per capita (% change) 1990-2004,e,36.7
,Niger,,Electricity consumption per capita (% change) 1990-2004,e,-13.0
,Guinea-Bissau,,Electricity consumption per capita (% change) 1990-2004,e,4.8
,Burkina Faso,,Electricity consumption per capita (% change) 1990-2004,e,55.0
,Switzerland,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,b,100
,France,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,c,100
,Italy,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,d,100
,Bahamas,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Tonga,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,86
,Samoa,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,99
,Belize,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,54
,Egypt,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,98
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,h,70
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,i,39
,Namibia,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,i,34
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,20
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,i,11
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,9
,Gambia,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Guinea,LOW HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Rwanda,LOW HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,..
,Malawi,LOW HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,e,7
,Burundi,,Electrification rate (%) 2000-05a,e,..
,Chad,,Electrification rate (%) 2000-05a,e,..
,Central African Republic,,Electrification rate (%) 2000-05a,e,..
,Mali,,Electrification rate (%) 2000-05a,e,..
,Niger,,Electrification rate (%) 2000-05a,e,..
,Guinea-Bissau,,Electrification rate (%) 2000-05a,e,..
,Burkina Faso,,Electrification rate (%) 2000-05a,e,7
,Switzerland,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,b,..
,France,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,c,..
,Italy,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,d,..
,Bahamas,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Tonga,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,6.3
,Samoa,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,0.6
,Belize,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,101.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,1.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,h,14.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,i,1.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,i,1.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,10.9
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,i,1.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,24.6
,Gambia,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Guinea,LOW HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Rwanda,LOW HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,..
,Malawi,LOW HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,e,11.8
,Burundi,,Population without  electricity (millions) 2005,e,..
,Chad,,Population without  electricity (millions) 2005,e,..
,Central African Republic,,Population without  electricity (millions) 2005,e,..
,Mali,,Population without  electricity (millions) 2005,e,..
,Niger,,Population without  electricity (millions) 2005,e,..
,Guinea-Bissau,,Population without  electricity (millions) 2005,e,..
,Burkina Faso,,Population without  electricity (millions) 2005,e,12.4
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,b,8.3
,France,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,c,5.9
,Italy,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,d,8.2
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,10.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,4.9
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,4.1
,Egypt,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,4.9
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,h,3.7
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,i,8.6
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,i,10.2
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,i,..
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Guinea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Malawi,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Burundi,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Chad,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Central African Republic,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Mali,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Niger,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Guinea-Bissau,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Burkina Faso,,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,e,..
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,b,0.9
,France,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,c,8.0
,Italy,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,d,-2.5
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,29.6
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,-14.0
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,-0.1
,Egypt,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,-2.2
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,h,-4.5
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,i,40.0
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,i,-16.5
